;userName;content;score;at
901;Ari Septianingtyas;Dari dulu pengen beli saham, cuma bingung harus beli dan memulai darimana. Alhamdulillah dgn adanya aplikasi BIBIT bisa memulai dan punya saham.;5;2021-01-11 2.09.16
902;JenJoz Bato;Sulit banget untuk registrasi, login, verifikasi email dll. Padahal sudah 2 hari sejak minta pertolongan dari CS Bibit. Tapi akhirnya sudah bisa registrasi. Semoga bisa lebih dipercepat pelayanan dlm handling complain;3;2021-02-18 8.03.22
903;Noor Afifah;"Investasi awal tahun. Takut iya, tapi kalau gak mencoba gak akan tau hasilnya. Mudah-mudah hasilnya sesuai yang diharapkan. Yang mau mencoba dan newbie sepertiku hayuk, mumpung awal tahun. Jangan lupa masukin kode ""afinabung"" supaya dapat cashback 25k.";4;2021-01-13 4.57.29
904;Slamet Mulyanto;Sering banget disuruh log in terus. Kenapa gak sekali log in saja. Kalau yang lupa pasword atau yang buat log in pasti hangus kan. Kasian;1;2021-01-08 14.55.55
905;Farikh Saifuddin;"Keren bibit. Tambahkan kode referral ""sembarangwes"" untuk mensapatkan cashback 25 ribu. Terimakasih";5;2021-01-07 13.48.28
906;yudi prasetiawan;cocok buat para karyawan yg pemula dalam investasi & ga mau ribet, karena ada robo yg bantu milihin sesuai tujuan investasi kita;5;2020-12-30 8.41.15
907;Mukhlishin 01;Aplikasinya sepertinya bunga tidak bisa jadi pokok... kalau kalian nabung segitu saja pasti gak akan bertambah bnyak ...cuma naik turun di angka2 itu saja;2;2021-01-29 22.07.51
908;J Wahab;Proses jual reksa dana sangat lambat. Memakan waktu 2 minggu lebih. Tidak cocok untuk menabung dana darurat.;1;2021-02-05 5.16.59
909;Denoy Botax;Terima kasih Bibit, sudah memperkenalkan platform investasi untuk pemula;5;2021-03-26 14.51.24
910;Dedi Miftahul Faridi;Sudah bagus, saran saya adain pembayarannya pakai shopeepay biar lebih asyikkk...;5;2021-03-26 8.23.31
911;Supian Sawuri;Halo semua jangan lupa investasi reksadana di bibit. Ingat pakai kode ini [ SAURIS ] biar datapa cashback 25.000. Selamat berinvestasi.;5;2021-01-05 7.02.54
912;yohana sipahutar;Apps nya mudah dipakai. Cocok buat pemula yg baru belajar investasi. Ini sama sekali ga ribet. Kurang nya mungkin karna belum bisa beli produk obligasi yg tahun ini lumayan bangeeeet;4;2021-04-18 9.39.01
913;Bang Toyib;Pas investasi cepat,pas di jual lambat masuk nya ke rekening,, lebih dari 7hari.tidak ada kejelasan.;2;2021-02-02 10.38.41
914;prananta andi;Aplikasi yg bagus, mudah di gunakan, cs ny tanggap dan cepat. Sejauh ini itu yg saya rasakan. Terus tingkatkan dan pertahankan kualitas ini;5;2021-01-11 14.06.06
915;Yessica Marthianus;Suka banget pake bibit, sangat mudah untuk berinvestasi, buat kalian yang daftar jangan lupa masukin kode referral ini yaa : takadayangtakbisa;5;2021-01-05 5.32.20
916;Jeremi Andreas;Investasi awal total 120 ribu, lalu berkurang jadi 119 ribu dalam seminggu karena turun. Saya tarik semua uangnya, yang keluar hanya 60 ribu, 60 ribu lagi kemana? Dasar maling!;1;2021-03-18 13.31.29
917;Desy Damayanti;"Yang mau dapet cashback 25k jangan lupa ya pas daftar masukin kode referral ""EMPATDUA"" . Salam Sukses";5;2021-01-17 9.26.48
918;Billy Eko;Gak jelas udh saya jual sampai saat ini blm dapt hasil penjualan nya udh kurang lebih 1 bln penjualan;5;2021-03-15 6.45.27
919;BNJA CHANNEL;"Wah asik banget aplikasinya, jangan Lupa Masukin kode referralnya, apalagi pakai kode referral ""sahaman"" Pasti lancar investasinya";5;2021-01-12 5.37.07
920;Desmar Art;Udah jual Reksadana lama sekali masuk ke rekening. Potongan nya juga banyak;1;2021-03-29 14.25.59
921;robi nur;Sangat kecewa!!! Proses pembelian dan juga penjualan lama;1;2021-03-24 13.34.22
922;AnggaH2;Saya coba untuk tarik smua saldo saya tpi knpa blum masuk smua ya hanya sebagian aja;1;2021-03-11 3.02.36
923;Hery babe;Regester saya selalu gagal. Hanya karna tanda tangan tidak sama dgn di KTP. Ya mana bisa semirip2nya. Tanda tangan nya di hp kan agak susah.;1;2021-01-29 5.20.51
924;Art Official;Aplikasi Reksadana sangat bagus untuk pemula tanpa ribet gak harus modal banyak dan di pandu hingga bisa. Masukan kode referral artofficial untuk cashback hingga 50rb.thanx;5;2021-01-03 7.18.49
925;Putra Palece;Alhamdulilah bisa mulai paham dan belajar reksadana pasar uang, obligasi sampai saham lewat bibit ini, tetap jaya ya bibit;5;2021-01-13 16.03.21
926;Tri Akbarrudin Syah;"Yuk sukses bareng2, download bibit terus masukin deh kode referrall ""rakyatbanturakyat"" buat dapetin cashback 25.000. Hayukk";5;2021-01-04 11.25.27
927;Suriadi sanggar;Buruan daftar bibit cashback 25 ribu, gunaka kode referal (sukakami). Tunggu apa lagi untuk kamu yang pemula bingung mau investasi kemana.;5;2020-12-28 6.04.15
928;Rafardhan Auladi;Mengecewakan menurut saya, oencairan dana sangat ngat ngat lama buangeeettt,, yang pasti pasti aja deh, mending simpan uang kalian di bank;1;2021-02-28 8.39.49
929;Shendi Kurniawan;Selama saya memakai bibit blm ada masalah atau yg merugikan... Oiya utk yg mau bergabung dg bibit bisa masukan kode reffelal ku yaa ketik(mantaf) . Trmksh;5;2020-12-27 10.55.54
930;Astri Dahliani;Buat kamu yang mau coba bibit nih aku tambahin saldo 25rb. Cukup masukin kode referral (babatbibit) ketika registrasi. Enjoy;5;2021-02-05 22.46.42
931;Anas;tambahkan investasi SBN dan opsi pembayaran dana dan ovo biar makin lengkap.;5;2021-03-18 5.26.42
932;Arvin Maulana;"Aplikasi yang bagus untuk investor pemula. Dan jangan lupa masukkan kode referal ""arvinaja"" pada saat mendaftar supaya dapat bonus 25 rb.";5;2021-01-18 3.05.53
933;Lia Awaliah;Siapa tau ada yg minat daftar, boleh banget pake kode ini: jxbjoul;5;2021-03-18 11.43.18
934;Septi Puspitasari;"Aplikasinya mudah digunain, buat nabung jangka panjang lebih untung bisa buat sih wujudin bm saya. Buat yang pingin mulai dapat modal awal 25k bisa gunain kode referal "" tabungankorea "" ????";5;2021-01-12 12.13.24
935;Cicih Absori;Gabisa jual Reksadana. Kata adminnya nunggu sehari setelah pembelian , Udah lebih dari sehari tetep ga bisa. Cashback juga udah 4 hari belum berhasil terbeli.;1;2021-01-31 11.27.11
936;Lah Ngatur;Permisi saya mau inves tapi blom punya KTP jadi gimana dong umur masih 15;3;2021-03-25 15.13.28
937;nurul fadilah;Kok saya ga bisa masuk ke aplikasi nya ya . Dsana sudah ada uang inves saya dan mau saya tambahin invest , tp aplikasi nya ga bisa kebuka;3;2021-01-30 22.07.33
938;Captain Popeye;Maaf saya kasih 2 bintang. Aplikasi nya kok nggak bisa dibuka ya min;2;2021-03-15 17.19.54
939;Andi Rofi;Keren semoga bisa membantu teman-teman pemula yuk join bareng , dapatkan cashback 25k tulis kode referal : memilihbahagia;5;2021-03-01 12.45.12
940;Feby Arisma Candra;Mudah digunakan untuk yg baru mau memulai investasi, masukan kode referral febyac, untuk cashback 25rb untuk investasi;5;2020-12-28 14.07.56
941;Gusti Ngurah Suamertha;Untuk pemula yang mau berinvestasi reksadana menjadi salah satu pilihan. Bibit memberikan fitur yang menarik serta bisa menambah wawasan juga mengenai investasi.;5;2020-12-29 10.18.01
942;qbal 11;Udh investasi 1 bulan, pas pencairan, tidak smua dana bisa di cairkan, investasi 100 rbu, yg masuk rekening pas pencairan cuma 37 rbu.;2;2021-01-12 4.31.42
943;obi setiawan;"Yuk Mulai Investasi dari sekarang Dafta di BIBIT dan Gunakan kode refeal ""myinves"" saat daftar pertama, dapatkan cashback sebesar Rp. 25.000.";5;2021-01-01 3.45.52
944;Satria Putra Handoyo;Untuk sampai saat ini masih lancar lancar aja. Tinggal verifikasi. Kode refferal STRGOOD;5;2021-03-16 7.00.17
945;Purnomo S;Sangat membantu untuk pemula, dan mudah di gunakan untuk mendapatkan profit!!! Semangat!!!!;5;2021-01-09 4.16.05
946;Kevin mr;Nabung dr sekarang gaes;5;2021-03-26 5.31.03
947;Hadi Ruswanto;Kenapa lama sekali verifikasi akun nya? Dari tanggal 27 Januari sampe sekarang 1 Februari belum selesai? Tolong solusinya!!!;3;2021-01-31 20.16.20
948;Anditha Putri;"aku baru coba pake bibit, buat yg baru mau gabung yuk cobain jgn lupa pake kode referal ""buatnanti"" biar bisa dapetin cashback 25k ??????";4;2021-01-12 3.17.09
949;Muhamad Sidik;"Tiada hasil tanpa usaha, semua ada prosesnya. Buat yang baru download MASUKAN KODE REFERALNYA ""kitenabung"" biar makin ngacirrrrrrrr ????";5;2021-02-03 10.54.34
950;Oktaviana Berty;Aq suka pake bibit, gampang setiap utk pembelian nya, bhkan bisa beli yg hrga nya cuman 10rbu.. Bagi pemula kaya aq boleh di coba deh,;5;2021-02-27 5.32.27
951;Parmin Januar;Lambat kenaikn %tasenya;4;2021-04-05 20.51.12
952;Gunawan Riski;"Mantap sekali, isi kode ref= ""marko"" agar kamu dapat bonus 25rb, aplikasi ini sangat bagus untuk investor pemula, dan aplikasi ini sudah terdaftar di OJK, buruan download dan ajak orang terdekatmu untuk berinvestasi bersama bibit, /////////////////////////////////////////////////////////////////////////////////////////////////////////// Bibit Mantap.";5;2021-02-21 22.50.43
953;animemu channel;Untuk pemula sangat bagus. Daripadasisa uang buat beli belanja online, kan mending dioakai disini.;5;2021-01-05 10.28.45
954;GALIHPM _VLOG;Luar biasa, bisa membantu untuk pemula yg mulai tertarik dengan dunia saham. Coba kode DUITHARITUA untuk dapetin cashback 25 rb.;5;2021-01-10 11.15.56
955;Alharis Sutan Sati;Gak punya rek pribadi...cm ada link ja dan dana......klw bs virtual akun mantap donk tanpa harus puny rek pribadi. Mudh2an terkabul lansung full bintang.;1;2021-03-09 5.33.19
956;Namaku Sifa;"Gunakan refall ""P O L A L A"" tanpa spasi pada saat pendaftaran dan kamu akan mendapatkan bonus cashback 25rb, Aplikasi ini sangat bagus dan sudah terdaftar di OJK dan Aplikasi ini sangat cocok sekali untuk pemula yang ingin belajar tentang investasi. ------------------------------------------------------------------------------------ ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????";5;2021-02-16 1.16.34
957;fhey duaempat;Semoga aplikasi ini dapat menjadi tempat yg menguntungkan untuk investasi sekalian nabung, Dapatkan free cashback 25K dengan menggunakan kode refera : feryha;5;2020-12-28 7.06.53
958;Reni Nurkhofifah;"Baru mau coba, buat yang baru gabung juga bisa pake kode refereal ""Kunfayakun"" agar dapat cashback 25rb";4;2021-01-18 8.48.54
959;Gilang Eka Pratama;Dri tgl 10 blm di tranfer juga lelet banget hari senin nih kerja gesit dong.;1;2021-03-15 11.08.55
960;ILA S CHANNEL;Mantap Bibit Saya Jadi Bisa untuk menyisihkan uang untuk memulai investasi aplikasi sangat bermanfaat untuk pemula jadi nggak perlu khawatir takut karena ada bibit Thank you Bibit;5;2021-01-12 23.30.16
961;rian saputra;Investasi paling gampang buat pemula, aman, dan semoga bisa semakin baik untuk persiapan masa depan bersama bibit;5;2021-01-08 14.51.51
962;Restu Ramadhan;Harus pake tabungan pribadi ya, apa ga bisa pake rekening orang tua? Ini kayanya buat orang yang dh 20 tahun keatas, baru bisa pake..;4;2021-01-10 22.54.00
963;priya nc kno;Trima kasih Bibit-Investasi Reksadana, yg mau berinvestasi... Masukkan kode referral (sapaajabisa) semoga sukses tuk kita semua..;5;2021-01-14 6.41.04
964;Irvan Nurpalah;Jangan di download ini app penipuan.. Masa di app sudah berhasil di cairkan tapi ga ada masuk ke atm. Jangan sampai pengalaman ini terjadi pada kalian;1;2021-01-02 17.59.24
965;Pepen Sujarna;Sekarang sudah bisa daftar tapi ga bisa masuk.aplikasinya error...;3;2021-03-18 8.39.52
966;Partner Youtube;"Gunakan kode referall ""luck2"" agar kamu dapat cashback 25rb di setiap pembelian reksadana. Di jamin untung ""Good Luck""";5;2021-02-12 4.16.28
967;sahabat galau;Belajar investasi sangat mudah yok semua ikut gabung bersama bibit,dan dapatkan chasback 25.000 dengan menggunakan kode referal (ivesbibit);5;2021-01-03 0.44.22
968;R Abdul Jalil;Pakai kode referral : rabduljalil Bisa dapet cashback 25ribu. Lumayan lo. 25ribu Daripada g dapet apa2.;5;2020-12-29 5.39.48
969;Moch. Arif Saputra;Pesan saya untuk pemula yang masih ragu, jadi di bibit ini lebih tepatnya nabung dengan jangka waktu yang lama, nah sembari nabung kalian dapat dua kemungkinan yaitu untung atau rugi. Jadi usahakan kalian pakai uang yang tidak terlalu penting buat kamu gunakan. Jadi sembari nabung dapat keuntungan, kalau misalnya rugi ya tarik aja langsung Kurang lebihnya begitu (Ini pendapat saya);5;2020-12-31 12.29.20
970;Megi Poenya;Nyesel Investasi di sini Gimana sih penjualan Reksadana udah sukses tapi belum cair juga di ATM hampir 2 Minggu kata nya maksimal 7 hari;1;2021-02-28 4.15.24
971;Ricky ciky;Min tolong bikin mode untuk pindahin 1 Reksadana kita dari portofolio A ke portofolio B.. kalo sudah ada nnt saya rating 5.. overall ud bagus;5;2021-03-02 15.51.02
972;Once TT;Sejauh ini pake bibit aman aman aja, beli dan jual reksadana aman aman juga sesuai dengan proses hari kerjanya.;5;2021-02-05 12.10.27
973;Rensz;sejauh ini sudah yang terbaik, tapi kekurangannya masih suka keluar masuk alasannya jaringan burik padahal mah normal;3;2021-02-04 10.24.16
974;Jenny Siswi Delima Sipahutar;"Min, saya sudah daftar akun dari minggu lalu dan sdh diverifikasi oleh pihak BIBIT dan KSEI. Kemudian, verifikasi email di Gmail dikatakan ""Sudah di verifikasi"", tapi kenapa tdk terceklis yaaa minn di aplikasi bibit saya? Jadinya saya belum bisa investasi ??????????. Mohon bantuannya yaa min, nanti saya kasi bintang 5 deh kalau sdh clear.";2;2021-01-16 9.01.56
975;fathur Syaputra;Jujur sy sangat kecewa dgn bibit... Uang hasil penjualan investasi sy tdk ditransfer kerekening sy... Begitu juga yg reksadana yg lwt aplikasi link aja... Sungguh terlalu...jgn mau investasi disini... Krn sampai saat ini dana sy ut penjualan reksadana blm ditransfer kerekening dgn aplikasi link sy...;1;2021-01-15 14.25.44
976;Rizki Fauzi;Bismillah baru pertama gabung di bibit ayo sukses bersama dan masukkan kode referal ini : rajinselalu Tabungan bersama untuk masa depan !!;5;2021-01-11 22.18.54
977;Rizal Andhiko;Sangat cocok buat investor pemula, tampilan user friendly. Yg jelas aman, terdaftar di ojk.????;5;2020-12-30 5.30.13
978;dika putra;Gula investasi d bibit beli investasi dan jual investasi butuh waktu satu minggu sampe skrng punya saya masih belum cair penjualan padahal cuman pemain recehan gmna klo sampe ratusan juta Biar mikir yng punya apk;1;2021-03-07 17.39.14
979;Rahadian Aldi Nugroho;Aplikasi yg sangat membantu dlm berinvestasi....semoga aplikasi ini terus dapat dipercaya dan adil jujur dlm proses transaksi trim:));5;2021-01-13 13.47.46
980;Tivanur sidik;Mantul mantap betul;5;2021-04-18 2.15.39
981;Narayana Demafaris Pradana;Sebenernya aplikasi cukup bagus, tampilan fresh, kekinian sekali, enak buat digunakan, cocok banget buat pemain baru reksadana. Tapi aplikasi sering crash, ganggu banget, home sering stuck ngeload data terus, di clear cache baru bisa normal lagi, tapi masa harus clear cache terus tiap mau digunakan? Tolong segera diperbaiki biar pengalaman pengguna lebih baik????;3;2021-01-11 21.32.47
982;Benaya Verdio;Bibit emang top markotopp dah... ?????? Investor pemula bisa lngsung nyobak aja instal aplikasi ini. Buruan dah ah gk usah bnyk tingkah. Buruan heheheheh. mksih bibit;5;2021-01-09 6.19.07
983;IVYAKI IHP;Ini sangat membantu untuk orang yang takut atau masih belum tau banyak tentang investasi. Pelayanannya cepat, ramah, tanggap, aplikasinya mudah dipahami dan digunakan, saat pencairan juga sesuai standar kurang lebih semingguan pada aplikasi invest reksadana lainnya, metode pembayarannya juga beragam, dan bukti kepemilikian inventasi jelas di kirim melalui e-mail. Tapi coba tambahin fitur kerugian berada di jenis reksadana yang mana. Biar lebih ngerti dan transparan.;5;2021-02-09 6.55.31
984;Jasmine & louree vlog;Masukkan kode referral : (NIKMATINANTI) untuk mendapatkan cashback, aku Untung kamu untung.. ??;5;2021-01-06 3.42.56
985;Bakol Dulinan;Aplikasi belum reponsive, layar hpku 5.2, pas buka gambarnya terlalu besar berantakan, gak bisa register.;1;2021-03-09 7.16.54
986;Agustina 04;Mudah dan gak repot. Top up seperti belanaja online dan diproses oleh manager investasi yg berpengalaman.gunakan kode referal 'bibitka';5;2020-12-26 5.04.24
987;Susy Elfinawaty;"Usia Saya 48 th, Waktu remaja saya tertarik dengan namanya SAHAM. Tapi tidak tau bagaimana cara pembelian dengan modal kecil. Dengan adanya aplikasi BIBIT ini mewujudkan Impian saya untuk inventasi sedikit demi sedikit.. Jadi tidak ada kata terlambat untuk Saya berinventasi dari sekarang... Sebelum berinventasi di BIBIT Kita pelajari syarat dan peraturan yang berlaku.. Supaya tujuan yang kita inginkan tercapai dalam waktu yang panjang bukan waktu yang pendek!! ""INGAT"" Nilai harga selalu naik..";5;2021-01-08 5.08.40
988;novian subianto;Dibandingkan dengan yang lain nampaknya bibit lebih ok.lebih fleksibel.saya pemula langsung mengerti malah. Thanks untuk bibit semoga bisa bertahan sampai seterus terusnya.amin;5;2021-01-12 16.31.18
989;Ryan Krnwn;Baru nyoba, semoga sukses selalu aplikasi Bibit dan penggunanya ??;5;2021-03-17 0.57.39
990;Steven Lalogirot;Bibit sangat mudah digunakan trrutama untuk pemula yang ingin berinvestasi. Saya memberi bintang 3 karena aplikasinya lumayan lelet, mohon ditingkatkan kembali;3;2021-01-25 4.56.02
991;Haidip studio;Saya pemula menggunakan bibit. Keren banget. Mantap. Layanan chatting dengan cs nya bagus. Sabar dan menjelaskan dengan detail.;5;2021-01-08 13.11.10
992;Adi Kiswanto;Kasih bintang 2 dlu,karna verivikasi aku saya terlalu lama blm bisa di gunakan samapai sekarang;2;2021-03-11 7.55.00
993;Hansel Purba;"Buat yang mau gabung ke bibit. Gunakan kode referal""sultaninvestor"" dapatkan cashback 25k langsung masuk. Jangan percaya imingý cashback 50k,75k atau bahkan 100k. Karena batas cashback maksimal hanya 25k. Jangan lupa kode referal nya ""sultaninvestor"" salam sukses.";5;2020-12-29 16.56.03
994;ALL in ONE;Maaf ... penjualan lama bnget bikin emosi aja . sudah banyak yg kecewa dengan penjualan tapi tidak di tindak lanjuti terpaksa kasih bintang 2;2;2021-02-19 2.27.05
995;Ferdyan;Bintang 5!!! Mantab admin bibit Terima kasih admin CS bibit sekaliann Terutama untuk Kak Callista dan Kak Revy Terima kasih ??????;5;2021-02-08 6.00.08
996;Mas Andri;"Yuk inves syariah dengan bibit. Masukkan kode referral ""2021punyaaset"" agar dapat cashback.";4;2021-01-05 10.44.05
997;Wahyu anom Saputro;Maaf, rating saya kasih turun bintang 2 yang tadi nya 5.. bibit mengecewakan pengguna.. alasan saya, karena ketika ingin deposit proses lumayan lama karena harus nunggu kurang lebih 3 hari.. dan ketika ingin penarikan dana, ini semakin lama.. karena dana yang mau saya tarik udah hampir 2 minggu belum cair.. ketika orang ingin butuh dana.. aplikasi ini tidak saya sarankan;2;2021-02-14 16.13.23
998;Syahril Saputra;Aplikasi ccd, baru mau register aja ribet, selfie sma ktp ga ke detect detect, maaf lngsung di uninstal dan lngsung beralih ke reksadana ajaib aja.;1;2021-03-06 17.49.01
999;Grandy Garry;"Pakai kode voucher yuk guys.. Jgn lp ketik ""kueapem"" Yah ?? dpt voucher 25rb ??";4;2021-03-29 1.13.25
